,match,batsmanName,teamInings,out/not_out,runs,balls,Min,4s,6s,SR
655,Afghanistan Vs England,Joe Root,England,b Mujeeb Ur Rahman,11,17,23,2,0,64.7
656,Afghanistan Vs England,Harry Brook,England,c †Ikram Alikhil b Mujeeb Ur Rahman,66,61,123,7,1,108.19
657,Afghanistan Vs England,Jos Buttler (c)†,England,b Naveen-ul-Haq,9,18,21,1,0,50
658,Afghanistan Vs England,Liam Livingstone,England,lbw b Rashid Khan,10,14,15,1,0,71.42
659,Afghanistan Vs England,Sam Curran,England,c Rahmat Shah b Mohammad Nabi,10,23,22,0,0,43.47
660,Afghanistan Vs England,Chris Woakes,England,b Mujeeb Ur Rahman,9,26,21,1,0,34.61
661,Afghanistan Vs England,Adil Rashid,England,c Mohammad Nabi b Rashid Khan,20,13,24,2,0,153.84
662,Afghanistan Vs England,Mark Wood,England,b Rashid Khan,18,22,26,3,0,81.81
663,Afghanistan Vs England,Reece Topley,England,not out,15,7,8,3,0,214.28
664,Pakistan Vs India,Abdullah Shafique,Pakistan,lbw b Mohammed Siraj,20,24,39,3,0,83.33
665,Pakistan Vs India,Imam-ul-Haq,Pakistan,c †Rahul b Pandya,36,38,64,6,0,94.73
666,Pakistan Vs India,Babar Azam (c),Pakistan,b Mohammed Siraj,50,58,89,7,0,86.2
667,Pakistan Vs India,Mohammad Rizwan †,Pakistan,b Bumrah,49,69,89,7,0,71.01
668,Pakistan Vs India,Saud Shakeel,Pakistan,lbw b Kuldeep Yadav,6,10,12,0,0,60
669,Pakistan Vs India,Iftikhar Ahmed,Pakistan,b Kuldeep Yadav,4,4,2,1,0,100
670,Pakistan Vs India,Shadab Khan,Pakistan,b Bumrah,2,5,11,0,0,40
671,Pakistan Vs India,Mohammad Nawaz,Pakistan,c Bumrah b Pandya,4,14,25,0,0,28.57
672,Pakistan Vs India,Hasan Ali,Pakistan,c Shubman Gill b Jadeja,12,19,21,2,0,63.15
673,Pakistan Vs India,Shaheen Shah Afridi,Pakistan,not out,2,10,12,0,0,20
674,Pakistan Vs India,Haris Rauf,Pakistan,lbw b Jadeja,2,6,9,0,0,33.33
675,Pakistan Vs India,Rohit Sharma (c),India,c Iftikhar Ahmed b Shaheen Shah Afridi,86,63,91,6,6,136.5
676,Pakistan Vs India,Shubman Gill,India,c Shadab Khan b Shaheen Shah Afridi,16,11,11,4,0,145.45
677,Pakistan Vs India,Virat Kohli,India,c Mohammad Nawaz b Hasan Ali,16,18,31,3,0,88.88
678,Pakistan Vs India,Shreyas Iyer,India,not out,53,62,80,3,2,85.48
679,Pakistan Vs India,KL Rahul †,India,not out,19,29,33,2,0,65.51
680,Bangladesh Vs New Zealand,Litton Das,Bangladesh,c Henry b Boult,0,1,1,0,0,0
681,Bangladesh Vs New Zealand,Tanzid Hasan,Bangladesh,c Conway b Ferguson,16,17,37,4,0,94.11
682,Bangladesh Vs New Zealand,Mehidy Hasan Miraz,Bangladesh,c Henry b Ferguson,30,46,52,4,0,65.21
683,Bangladesh Vs New Zealand,Najmul Hossain Shanto,Bangladesh,c Conway b Phillips,7,8,20,1,0,87.5
684,Bangladesh Vs New Zealand,Shakib Al Hasan (c),Bangladesh,c †Latham b Ferguson,40,51,75,3,2,78.43
685,Bangladesh Vs New Zealand,Mushfiqur Rahim †,Bangladesh,b Henry,66,75,93,6,2,88
686,Bangladesh Vs New Zealand,Towhid Hridoy,Bangladesh,c Santner b Boult,13,25,30,0,0,52
687,Bangladesh Vs New Zealand,Mahmudullah,Bangladesh,not out,41,49,58,2,2,83.67
688,Bangladesh Vs New Zealand,Taskin Ahmed,Bangladesh,c Mitchell b Santner,17,19,25,0,2,89.47
689,Bangladesh Vs New Zealand,Mustafizur Rahman,Bangladesh,c †Latham b Henry,4,10,14,0,0,40
690,Bangladesh Vs New Zealand,Shoriful Islam,Bangladesh,not out,2,3,9,0,0,66.66
691,Bangladesh Vs New Zealand,Devon Conway,New Zealand,lbw b Shakib Al Hasan,45,59,91,3,0,76.27
692,Bangladesh Vs New Zealand,Rachin Ravindra,New Zealand,c †Mushfiqur Rahim b Mustafizur Rahman,9,13,12,2,0,69.23
693,Bangladesh Vs New Zealand,Kane Williamson (c),New Zealand,retired hurt,78,107,158,8,1,72.89
694,Bangladesh Vs New Zealand,Daryl Mitchell,New Zealand,not out,89,67,103,6,4,132.83
695,Bangladesh Vs New Zealand,Glenn Phillips,New Zealand,not out,16,11,22,1,1,145.45
696,South Africa Vs Australia,Quinton de Kock †,South Africa,b Maxwell,109,106,147,8,5,102.83
697,South Africa Vs Australia,Temba Bavuma (c),South Africa,c Warner b Maxwell,35,55,84,2,0,63.63
698,South Africa Vs Australia,Rassie van der Dussen,South Africa,c sub (SA Abbott) b Zampa,26,30,33,2,0,86.66
699,South Africa Vs Australia,Aiden Markram,South Africa,c Hazlewood b Cummins,56,44,61,7,1,127.27
700,South Africa Vs Australia,Heinrich Klaasen,South Africa,c †Inglis b Hazlewood,29,27,40,3,0,107.4
701,South Africa Vs Australia,David Miller,South Africa,b Starc,17,13,35,1,1,130.76
702,South Africa Vs Australia,Marco Jansen,South Africa,c Warner b Starc,26,22,25,3,1,118.18
703,South Africa Vs Australia,Kagiso Rabada,South Africa,not out,0,1,4,0,0,0
704,South Africa Vs Australia,Keshav Maharaj,South Africa,not out,0,2,1,0,0,0
705,South Africa Vs Australia,Mitchell Marsh,Australia,c Bavuma b Jansen,7,15,27,0,0,46.66
706,South Africa Vs Australia,David Warner,Australia,c van der Dussen b Ngidi,13,27,33,2,0,48.14
707,South Africa Vs Australia,Steven Smith,Australia,lbw b Rabada,19,16,20,4,0,118.75
708,South Africa Vs Australia,Marnus Labuschagne,Australia,c Bavuma b Maharaj,46,74,125,3,0,62.16
709,South Africa Vs Australia,Josh Inglis †,Australia,b Rabada,5,4,5,1,0,125
710,South Africa Vs Australia,Glenn Maxwell,Australia,c & b Maharaj,3,17,17,0,0,17.64
711,South Africa Vs Australia,Marcus Stoinis,Australia,c †de Kock b Rabada,5,4,6,1,0,125
712,South Africa Vs Australia,Mitchell Starc,Australia,c †de Kock b Jansen,27,51,69,3,0,52.94
713,South Africa Vs Australia,Pat Cummins (c),Australia,c Miller b Shamsi,22,21,29,4,0,104.76
714,South Africa Vs Australia,Adam Zampa,Australia,not out,11,16,25,1,0,68.75
715,South Africa Vs Australia,Josh Hazlewood,Australia,c Rabada b Shamsi,2,2,1,0,0,100
716,Afghanistan Vs India,Rahmanullah Gurbaz †,Afghanistan,c Thakur b Pandya,21,28,65,3,1,75
717,Afghanistan Vs India,Ibrahim Zadran,Afghanistan,c †Rahul b Bumrah,22,28,31,4,0,78.57
718,Afghanistan Vs India,Rahmat Shah,Afghanistan,lbw b Thakur,16,22,37,3,0,72.72
719,Afghanistan Vs India,Hashmatullah Shahidi (c),Afghanistan,lbw b Kuldeep Yadav,80,88,128,8,1,90.9
720,Afghanistan Vs India,Azmatullah Omarzai,Afghanistan,b Pandya,62,69,82,2,4,89.85
721,Afghanistan Vs India,Mohammad Nabi,Afghanistan,lbw b Bumrah,19,27,52,1,0,70.37
722,Afghanistan Vs India,Najibullah Zadran,Afghanistan,c Kohli b Bumrah,2,8,6,0,0,25
723,Afghanistan Vs India,Rashid Khan,Afghanistan,c Kuldeep Yadav b Bumrah,16,12,18,1,1,133.33
724,Afghanistan Vs India,Mujeeb Ur Rahman,Afghanistan,not out,10,12,22,2,0,83.33
725,Afghanistan Vs India,Naveen-ul-Haq,Afghanistan,not out,9,8,8,1,0,112.5
726,Afghanistan Vs India,Rohit Sharma (c),India,b Rashid Khan,131,84,111,16,5,155.95
727,Afghanistan Vs India,Ishan Kishan,India,c Ibrahim Zadran b Rashid Khan,47,47,78,5,2,100
728,Afghanistan Vs India,Virat Kohli,India,not out,55,56,64,6,0,98.21
729,Afghanistan Vs India,Shreyas Iyer,India,not out,25,23,31,1,1,108.69
730,Sri Lanka Vs Pakistan,Pathum Nissanka,Sri Lanka,c Abdullah Shafique b Shadab Khan,51,61,79,7,1,83.6
731,Sri Lanka Vs Pakistan,Kusal Perera,Sri Lanka,c †Mohammad Rizwan b Hasan Ali,0,4,7,0,0,0
732,Sri Lanka Vs Pakistan,Kusal Mendis †,Sri Lanka,c Imam-ul-Haq b Hasan Ali,122,77,124,14,6,158.44
733,Sri Lanka Vs Pakistan,Sadeera Samarawickrama,Sri Lanka,c †Mohammad Rizwan b Hasan Ali,108,89,139,11,2,121.34
734,Sri Lanka Vs Pakistan,Charith Asalanka,Sri Lanka,c †Mohammad Rizwan b Hasan Ali,1,3,5,0,0,33.33
735,Sri Lanka Vs Pakistan,Dhananjaya de Silva,Sri Lanka,c Shaheen Shah Afridi b Mohammad Nawaz,25,34,47,3,0,73.52
736,Sri Lanka Vs Pakistan,Dasun Shanaka (c),Sri Lanka,c Babar Azam b Shaheen Shah Afridi,12,18,23,0,0,66.66
737,Sri Lanka Vs Pakistan,Dunith Wellalage,Sri Lanka,c Abdullah Shafique b Haris Rauf,10,8,18,1,0,125
738,Sri Lanka Vs Pakistan,Maheesh Theekshana,Sri Lanka,b Haris Rauf,0,4,6,0,0,0
739,Sri Lanka Vs Pakistan,Matheesha Pathirana,Sri Lanka,not out,1,3,3,0,0,33.33
740,Sri Lanka Vs Pakistan,Abdullah Shafique,Pakistan,c sub (MADI Hemantha) b Pathirana,113,103,150,10,3,109.7
741,Sri Lanka Vs Pakistan,Imam-ul-Haq,Pakistan,c Perera b Madushanka,12,12,15,1,0,100
742,Sri Lanka Vs Pakistan,Babar Azam (c),Pakistan,c †Samarawickrama b Madushanka,10,15,17,1,0,66.66
743,Sri Lanka Vs Pakistan,Mohammad Rizwan †,Pakistan,not out,131,121,193,8,3,108.26
744,Sri Lanka Vs Pakistan,Saud Shakeel,Pakistan,c Wellalage b Theekshana,31,30,57,2,0,103.33
745,Sri Lanka Vs Pakistan,Iftikhar Ahmed,Pakistan,not out,22,10,18,4,0,220
746,England Vs Bangladesh,Jonny Bairstow,England,b Shakib Al Hasan,52,59,80,8,0,88.13
747,England Vs Bangladesh,Dawid Malan,England,b Mahedi Hasan,140,107,106,16,5,130.84
748,England Vs Bangladesh,Joe Root,England,c †Mushfiqur Rahim b Shoriful Islam,82,68,107,8,1,120.58
749,England Vs Bangladesh,Jos Buttler (c)†,England,b Shoriful Islam,20,10,11,1,1,200
750,England Vs Bangladesh,Harry Brook,England,c Litton Das b Mahedi Hasan,20,15,23,3,0,133.33
751,England Vs Bangladesh,Liam Livingstone,England,b Shoriful Islam,0,1,1,0,0,0
752,England Vs Bangladesh,Sam Curran,England,c Najmul Hossain Shanto b Mahedi Hasan,11,15,20,1,0,73.33
753,England Vs Bangladesh,Chris Woakes,England,c Mahedi Hasan b Taskin Ahmed,14,11,21,2,0,127.27
754,England Vs Bangladesh,Adil Rashid,England,c Najmul Hossain Shanto b Mahedi Hasan,11,7,8,1,0,157.14
755,England Vs Bangladesh,Mark Wood,England,not out,6,5,6,1,0,120
756,England Vs Bangladesh,Reece Topley,England,not out,1,2,2,0,0,50
757,England Vs Bangladesh,Litton Das,Bangladesh,c †Buttler b Woakes,76,66,99,7,2,115.15
758,England Vs Bangladesh,Tanzid Hasan,Bangladesh,c Bairstow b Topley,1,2,7,0,0,50
759,England Vs Bangladesh,Najmul Hossain Shanto,Bangladesh,c Livingstone b Topley,0,1,1,0,0,0
760,England Vs Bangladesh,Shakib Al Hasan (c),Bangladesh,b Topley,1,9,16,0,0,11.11
761,England Vs Bangladesh,Mehidy Hasan Miraz,Bangladesh,c †Buttler b Woakes,8,7,12,1,0,114.28
762,England Vs Bangladesh,Mushfiqur Rahim †,Bangladesh,c Rashid b Topley,51,64,93,4,0,79.68
763,England Vs Bangladesh,Towhid Hridoy,Bangladesh,c †Buttler b Livingstone,39,61,70,2,0,63.93
764,England Vs Bangladesh,Mahedi Hasan,Bangladesh,b Rashid,14,32,39,1,0,43.75
765,England Vs Bangladesh,Taskin Ahmed,Bangladesh,b Curran,15,25,35,0,1,60
766,England Vs Bangladesh,Shoriful Islam,Bangladesh,b Wood,12,14,17,2,0,85.71
767,England Vs Bangladesh,Mustafizur Rahman,Bangladesh,not out,3,9,12,0,0,33.33
768,New Zealand Vs Netherlands,Devon Conway,New Zealand,c de Leede b van der Merwe,32,40,51,5,1,80
769,New Zealand Vs Netherlands,Will Young,New Zealand,c de Leede b van Meekeren,70,80,106,7,2,87.5
770,New Zealand Vs Netherlands,Rachin Ravindra,New Zealand,c †Edwards b van der Merwe,51,51,87,3,1,100
771,New Zealand Vs Netherlands,Daryl Mitchell,New Zealand,b van Meekeren,48,47,67,5,2,102.12
772,New Zealand Vs Netherlands,Tom Latham (c)†,New Zealand,st †Edwards b Dutt,53,46,72,6,1,115.21
773,New Zealand Vs Netherlands,Glenn Phillips,New Zealand,c †Edwards b de Leede,4,4,6,1,0,100
774,New Zealand Vs Netherlands,Mark Chapman,New Zealand,c van der Merwe b Dutt,5,13,11,0,0,38.46
775,New Zealand Vs Netherlands,Mitchell Santner,New Zealand,not out,36,17,25,3,2,211.76
776,New Zealand Vs Netherlands,Matt Henry,New Zealand,not out,10,4,6,0,1,250
777,New Zealand Vs Netherlands,Vikramjit Singh,Netherlands,b Henry,12,20,22,1,0,60
778,New Zealand Vs Netherlands,Max O'Dowd,Netherlands,lbw b Santner,16,31,40,2,0,51.61
779,New Zealand Vs Netherlands,Colin Ackermann,Netherlands,c Henry b Santner,69,73,98,5,0,94.52
780,New Zealand Vs Netherlands,Bas de Leede,Netherlands,c Boult b Ravindra,18,25,21,3,0,72
781,New Zealand Vs Netherlands,Teja Nidamanuru,Netherlands,run out (Ferguson/†Latham),21,26,28,2,1,80.76
782,New Zealand Vs Netherlands,Scott Edwards (c)†,Netherlands,c & b Santner,30,27,37,2,1,111.11
783,New Zealand Vs Netherlands,Sybrand Engelbrecht,Netherlands,c Conway b Henry,29,34,55,3,0,85.29
784,New Zealand Vs Netherlands,Roelof van der Merwe,Netherlands,c Henry b Santner,1,6,9,0,0,16.66
785,New Zealand Vs Netherlands,Ryan Klein,Netherlands,lbw b Santner,8,15,23,0,0,53.33
786,New Zealand Vs Netherlands,Aryan Dutt,Netherlands,b Henry,11,20,19,0,1,55
787,New Zealand Vs Netherlands,Paul van Meekeren,Netherlands,not out,4,3,5,1,0,133.33
788,Australia Vs India,David Warner,Australia,c & b Kuldeep Yadav,41,52,76,6,0,78.84
789,Australia Vs India,Mitchell Marsh,Australia,c Kohli b Bumrah,0,6,11,0,0,0
790,Australia Vs India,Steven Smith,Australia,b Jadeja,46,71,112,5,0,64.78
791,Australia Vs India,Marnus Labuschagne,Australia,c †Rahul b Jadeja,27,41,58,1,0,65.85
792,Australia Vs India,Glenn Maxwell,Australia,b Kuldeep Yadav,15,25,44,1,0,60
793,Australia Vs India,Alex Carey †,Australia,lbw b Jadeja,0,2,1,0,0,0
794,Australia Vs India,Cameron Green,Australia,c Pandya b Ashwin,8,20,31,0,0,40
795,Australia Vs India,Pat Cummins (c),Australia,c Iyer b Bumrah,15,24,26,1,1,62.5
796,Australia Vs India,Mitchell Starc,Australia,c Iyer b Mohammed Siraj,28,35,58,2,1,80
797,Australia Vs India,Adam Zampa,Australia,c Kohli b Pandya,6,20,28,0,0,30
798,Australia Vs India,Josh Hazlewood,Australia,not out,1,1,6,0,0,100
799,Australia Vs India,Rohit Sharma (c),India,lbw b Hazlewood,0,6,10,0,0,0
800,Australia Vs India,Ishan Kishan,India,c Green b Starc,0,1,3,0,0,0
801,Australia Vs India,Virat Kohli,India,c Labuschagne b Hazlewood,85,116,171,6,0,73.27
802,Australia Vs India,Shreyas Iyer,India,c Warner b Hazlewood,0,3,2,0,0,0
803,Australia Vs India,KL Rahul †,India,not out,97,115,180,8,2,84.34
804,Australia Vs India,Hardik Pandya,India,not out,11,8,17,0,1,137.5
805,South Africa Vs Sri Lanka,Quinton de Kock †,South Africa,c de Silva b Pathirana,100,84,140,12,3,119.04
806,South Africa Vs Sri Lanka,Temba Bavuma (c),South Africa,lbw b Madushanka,8,5,9,2,0,160
807,South Africa Vs Sri Lanka,Rassie van der Dussen,South Africa,c Samarawickrama b Wellalage,108,110,161,13,2,98.18
808,South Africa Vs Sri Lanka,Aiden Markram,South Africa,c Rajitha b Madushanka,106,54,84,14,3,196.29
809,South Africa Vs Sri Lanka,Heinrich Klaasen,South Africa,c Shanaka b Rajitha,32,20,30,1,3,160
810,South Africa Vs Sri Lanka,David Miller,South Africa,not out,39,21,36,3,2,185.71
811,South Africa Vs Sri Lanka,Marco Jansen,South Africa,not out,12,7,15,0,1,171.42
812,South Africa Vs Sri Lanka,Pathum Nissanka,Sri Lanka,b Jansen,0,3,6,0,0,0
813,South Africa Vs Sri Lanka,Kusal Perera,Sri Lanka,b Jansen,7,15,42,1,0,46.66
814,South Africa Vs Sri Lanka,Kusal Mendis †,Sri Lanka,c †Klaasen b Rabada,76,42,55,4,8,180.95
815,South Africa Vs Sri Lanka,Sadeera Samarawickrama,Sri Lanka,c Jansen b Coetzee,23,19,22,3,1,121.05
816,South Africa Vs Sri Lanka,Charith Asalanka,Sri Lanka,c sub (RR Hendricks) b Ngidi,79,65,83,8,4,121.53
817,South Africa Vs Sri Lanka,Dhananjaya de Silva,Sri Lanka,c sub (AL Phehlukwayo) b Maharaj,11,14,28,1,0,78.57
818,South Africa Vs Sri Lanka,Dasun Shanaka (c),Sri Lanka,b Maharaj,68,62,86,6,3,109.67
819,South Africa Vs Sri Lanka,Dunith Wellalage,Sri Lanka,c †Klaasen b Coetzee,0,1,2,0,0,0
820,South Africa Vs Sri Lanka,Kasun Rajitha,Sri Lanka,c Markram b Coetzee,33,31,52,4,1,106.45
821,South Africa Vs Sri Lanka,Matheesha Pathirana,Sri Lanka,b Rabada,5,16,25,1,0,31.25
822,South Africa Vs Sri Lanka,Dilshan Madushanka,Sri Lanka,not out,4,2,4,1,0,200
823,Afghanistan Vs Bangladesh,Rahmanullah Gurbaz †,Afghanistan,c Tanzid Hasan b Mustafizur Rahman,47,62,112,4,1,75.8
824,Afghanistan Vs Bangladesh,Ibrahim Zadran,Afghanistan,c Tanzid Hasan b Shakib Al Hasan,22,25,41,3,1,88
825,Afghanistan Vs Bangladesh,Rahmat Shah,Afghanistan,c Litton Das b Shakib Al Hasan,18,25,30,1,0,72
826,Afghanistan Vs Bangladesh,Hashmatullah Shahidi (c),Afghanistan,c Towhid Hridoy b Mehidy Hasan Miraz,18,38,34,2,0,47.36
827,Afghanistan Vs Bangladesh,Najibullah Zadran,Afghanistan,b Shakib Al Hasan,5,13,16,0,0,38.46
828,Afghanistan Vs Bangladesh,Mohammad Nabi,Afghanistan,b Taskin Ahmed,6,12,19,0,0,50
829,Afghanistan Vs Bangladesh,Azmatullah Omarzai,Afghanistan,b Shoriful Islam,22,20,32,4,0,110
830,Afghanistan Vs Bangladesh,Rashid Khan,Afghanistan,b Mehidy Hasan Miraz,9,16,16,1,0,56.25
831,Afghanistan Vs Bangladesh,Mujeeb Ur Rahman,Afghanistan,b Mehidy Hasan Miraz,1,4,9,0,0,25
832,Afghanistan Vs Bangladesh,Naveen-ul-Haq,Afghanistan,c Towhid Hridoy b Shoriful Islam,0,6,8,0,0,0
833,Afghanistan Vs Bangladesh,Fazalhaq Farooqi,Afghanistan,not out,0,3,3,0,0,0
834,Afghanistan Vs Bangladesh,Tanzid Hasan,Bangladesh,run out (Najibullah Zadran),5,13,19,1,0,38.46
835,Afghanistan Vs Bangladesh,Litton Das,Bangladesh,b Fazalhaq Farooqi,13,18,29,2,0,72.22
836,Afghanistan Vs Bangladesh,Mehidy Hasan Miraz,Bangladesh,c Rahmat Shah b Naveen-ul-Haq,57,73,89,5,0,78.08
837,Afghanistan Vs Bangladesh,Najmul Hossain Shanto,Bangladesh,not out,59,83,112,3,1,71.08
838,Afghanistan Vs Bangladesh,Shakib Al Hasan (c),Bangladesh,c Fazalhaq Farooqi b Azmatullah Omarzai,14,19,24,2,0,73.68
839,Afghanistan Vs Bangladesh,Mushfiqur Rahim †,Bangladesh,not out,2,3,6,0,0,66.66
840,Pakistan Vs Netherlands,Fakhar Zaman,Pakistan,c & b van Beek,12,15,14,3,0,80
841,Pakistan Vs Netherlands,Imam-ul-Haq,Pakistan,c Dutt b van Meekeren,15,19,40,2,0,78.94
842,Pakistan Vs Netherlands,Babar Azam (c),Pakistan,c Saqib Zulfiqar b Ackermann,5,18,20,0,0,27.77
843,Pakistan Vs Netherlands,Mohammad Rizwan †,Pakistan,b de Leede,68,75,104,8,0,90.66
844,Pakistan Vs Netherlands,Saud Shakeel,Pakistan,c Saqib Zulfiqar b Dutt,68,52,84,9,1,130.76
845,Pakistan Vs Netherlands,Iftikhar Ahmed,Pakistan,c †Edwards b de Leede,9,11,22,1,0,81.81
846,Pakistan Vs Netherlands,Mohammad Nawaz,Pakistan,run out (van Meekeren/Ackermann),39,43,66,4,0,90.69
847,Pakistan Vs Netherlands,Shadab Khan,Pakistan,b de Leede,32,34,42,2,1,94.11
848,Pakistan Vs Netherlands,Hasan Ali,Pakistan,lbw b de Leede,0,1,2,0,0,0
849,Pakistan Vs Netherlands,Shaheen Shah Afridi,Pakistan,not out,13,12,23,2,0,108.33
850,Pakistan Vs Netherlands,Haris Rauf,Pakistan,st †Edwards b Ackermann,16,14,10,2,1,114.28
851,Pakistan Vs Netherlands,Vikramjit Singh,Netherlands,c Fakhar Zaman b Shadab Khan,52,67,97,4,1,77.61
852,Pakistan Vs Netherlands,Max O'Dowd,Netherlands,c Shaheen Shah Afridi b Hasan Ali,5,12,24,1,0,41.66
853,Pakistan Vs Netherlands,Colin Ackermann,Netherlands,b Iftikhar Ahmed,17,21,24,3,0,80.95
854,Pakistan Vs Netherlands,Bas de Leede,Netherlands,b Mohammad Nawaz,67,68,92,6,2,98.52
855,Pakistan Vs Netherlands,Teja Nidamanuru,Netherlands,c Fakhar Zaman b Haris Rauf,5,9,10,1,0,55.55
856,Pakistan Vs Netherlands,Scott Edwards (c)†,Netherlands,lbw b Haris Rauf,0,2,2,0,0,0
857,Pakistan Vs Netherlands,Saqib Zulfiqar,Netherlands,lbw b Shaheen Shah Afridi,10,18,24,1,0,55.55
858,Pakistan Vs Netherlands,Roelof van der Merwe,Netherlands,run out (Babar Azam/†Mohammad Rizwan),4,7,18,0,0,57.14
859,Pakistan Vs Netherlands,Logan van Beek,Netherlands,not out,28,28,36,3,1,100
860,Pakistan Vs Netherlands,Aryan Dutt,Netherlands,b Hasan Ali,1,2,6,0,0,50
861,Pakistan Vs Netherlands,Paul van Meekeren,Netherlands,b Haris Rauf,7,12,17,1,0,58.33
862,England Vs New Zealand,Jonny Bairstow,England,c Mitchell b Santner,33,35,57,4,1,94.28
863,England Vs New Zealand,Dawid Malan,England,c †Latham b Henry,14,24,36,2,0,58.33
864,England Vs New Zealand,Joe Root,England,b Phillips,77,86,140,4,1,89.53
865,England Vs New Zealand,Harry Brook,England,c Conway b Ravindra,25,16,20,4,1,156.25
866,England Vs New Zealand,Moeen Ali,England,b Phillips,11,17,20,1,0,64.7
867,England Vs New Zealand,Jos Buttler (c)†,England,c †Latham b Henry,43,42,48,2,2,102.38
868,England Vs New Zealand,Liam Livingstone,England,c Henry b Boult,20,22,23,3,0,90.9
869,England Vs New Zealand,Sam Curran,England,c †Latham b Henry,14,19,30,0,0,73.68
870,England Vs New Zealand,Chris Woakes,England,c Young b Santner,11,12,15,1,0,91.66
871,England Vs New Zealand,Adil Rashid,England,not out,15,13,23,0,1,115.38
872,England Vs New Zealand,Mark Wood,England,not out,13,14,19,0,0,92.85
873,England Vs New Zealand,Devon Conway,New Zealand,not out,152,121,147,19,3,125.61
874,England Vs New Zealand,Will Young,New Zealand,c †Buttler b Curran,0,1,5,0,0,0
875,England Vs New Zealand,Rachin Ravindra,New Zealand,not out,123,96,141,11,5,128.12
